"tilda_uid";"tilda_external_id";"tilda_sku";"tilda_title";"row_kind";"parent_tilda_uid";"variant_label";"erp_item_code";"mapping_status";"audit_source";"source_seen_at";"confirmed_at"
"189919074012";"AtZaT6EbyoIdrdxOLIOz";"111095";"Shelly Plus PM Mini";"parent";;"";"18284";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"867533410152";"sm32LUtKmpK8I5yVt4Dc";"111096";"Shelly EM GEN3";"parent";;"";"18294";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"466036873592";"40oy888VnG9uN7m5GN38";"111098";"Shelly RGBW2";"parent";;"";"18278";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"367558556422";"935dj0tlMkHzD20kJjMB";"111099";"Ogemray Smart relay 25A";"parent";;"";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"194679910782";"fKzd7cK1Jm0chois2j3v";"111100";"Shelly 120A current transformer clamp";"parent";;"";"18264";"confirmed";"manual_review:localized_model";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"343194275532";"OFBbbfdtKjPCp4PTysIz";"";"Shelly Wall frame 1";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"485617960862";"lftzN3A2VOmojnvVUSI4";"111101";"Shelly Wall frame 1 - Чёрный";"variant";"343194275532";"Цвет:Чёрный";"18342";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"278113674302";"FoD8S6y3tYnaUNlaY9Jp";"111102";"Shelly Wall frame 1 - Белый";"variant";"343194275532";"Цвет:Белый";"18368";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"120190030182";"DiCIkkskZGPXDJ1peRlS";"";"Shelly Wall frame 2";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"682068072542";"3R2OiJ0LzHGsY1rt3FOD";"111104";"Shelly Wall frame 2 - Белый";"variant";"120190030182";"Цвет:Белый";"18356";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"132600406732";"fufc0yt3SUBSDIifnVO1";"111103";"Shelly Wall frame 2 - Чёрный";"variant";"120190030182";"Цвет:Чёрный";"18366";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"843945298822";"tsGGRRuVE0GY32lTexAe";"";"Shelly Wall frame 3";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"223764247192";"6G5EIjyHG0Ihez8iLGpK";"111106";"Shelly Wall frame 3 - Белый";"variant";"843945298822";"Цвет:Белый";"18354";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"675865357292";"71EG8nA9tagvoylos1Ah";"111105";"Shelly Wall frame 3 - Чёрный";"variant";"843945298822";"Цвет:Чёрный";"18364";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"470735384482";"gCB07dZOj9OEEHSv5gmX";"";"Shelly Wall switch 1";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"178087559242";"avRcZ68so42VlvNaOUIi";"111109";"Shelly Wall switch 1 - Чёрный";"variant";"470735384482";"Цвет:Чёрный";"18346";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"824454337402";"Y7xtYi16ILPPGDgjnSxG";"111110";"Shelly Wall switch 1 - Белый";"variant";"470735384482";"Цвет:Белый";"18348";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"571323553922";"OXlkbASEsgBYFiLKE2te";"";"Shelly Wall switch 2";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"603222435192";"Ee4rM5Jdrc02eoCnGygi";"111112";"Shelly Wall switch 2 - Белый";"variant";"571323553922";"Цвет:Белый";"18352";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"629111488472";"JN0vCdtzeOuNM1aBmvKI";"111111";"Shelly Wall switch 2 - Чёрный";"variant";"571323553922";"Цвет:Чёрный";"18358";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"460107941492";"CZY6ELOGReKi7BLBDzlY";"";"Shelly Wall switch 4";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"337478233422";"8phU1xH403kiDbv7fx9c";"111113";"Shelly Wall switch 4 - Чёрный";"variant";"460107941492";"Цвет:Чёрный";"18350";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"951505213532";"8RuE68FgiLSp9c9KaD42";"111114";"Shelly Wall switch 4 - Белый";"variant";"460107941492";"Цвет:Белый";"18344";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"354634827912";"lvDpkNbv5Tk26m39llkf";"111115";"Frank Ever Sprinkler Controller FK-06X";"parent";;"";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"447939715542";"uGzddi8lXNIiC6gp3yuc";"111116";"LinkedGo Smart f loor heating";"parent";;"";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"969851629312";"okrpZ0iCDrMrsFYrr5sZ";"111117";"LinkedGo Smart HVAC thermostat";"parent";;"";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"486784300532";"2afCiZvNfkab6JBXrBjB";"111118";"Shelly BLU Gateway";"parent";;"";"18110";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"999180296792";"tmfInBbzXbPO5Ya8pvKs";"";"Shelly Button1";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"278883716852";"hOyL85xtJKi2I13haIob";"111005";"Shelly Button1 - Белый";"variant";"999180296792";"Цвет:Белый";"18128";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"644307457402";"ADL6sHvbxCBINVVhvTfl";"";"Удаленное управление воротами DEA";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"917149304582";"ISB1pDc1hByDNIcG4vz4";"";"Удаленное управление воротами DoorHan";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"627646743442";"vRYMsvDkZ1ehV997HCc6";"";"Удаленное открытие ворот CAME";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"529515916502";"jdOkPG9ypLan2AZhN9Od";"";"Умный свет без замены выключателей";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"774383991492";"PDNeSESc49SCBAazjVOx";"";"Интеллектуальное освещение двора / фасада";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"313313690022";"hBnGKK63Gi2z90G8FhRk";"111182";"Shelly DN-HLDx2 Plus";"parent";;"";"18416";"confirmed";"manual_review:brand_prefix_removed";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"975421853242";"2enniJ3GUFF1890r051H";"111181";"Shelly DN-HLDx2";"parent";;"";"18414";"confirmed";"manual_review:brand_prefix_removed";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"594975565492";"MiSpKOsHgXeJHNUaGIkR";"111179";"Shelly DN-HLD";"parent";;"";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"606492174472";"Kg0oAB0TvA0Lp4XNvH2o";"111180";"Shelly DN-HLD Plus";"parent";;"";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"220191194662";"FLLS1Pi0LHV4drVdzX9A";"111333";"Shelly Dimmer Gen4";"parent";;"";"18578";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"557915156602";"c08hVxcJC5e0t3uclAdS";"111331";"Shelly Wall Display XL";"parent";;"";"18570";"confirmed";"manual_review:only_erp_color_variant";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"458331114142";"BX7CogUjOLCZYuDk9ej3";"111332";"Ecowitt WS90-7-in-1 Weather Station";"parent";;"";"18574";"confirmed";"manual_review:expanded_erp_title";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"575976714303";"b4NUK5hSSxLE30zKGOIx";"";"Shelly Power Strip 4 Gen4";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"166716012723";"KunlrhLO8Mrtbm9ZRmht";"111347";"Shelly Power Strip 4 Gen4 - Белый";"variant";"575976714303";"Цвет:Белый";"20526";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"536182577053";"akMkYtCJjD8JVmB1EkHa";"";"Shelly BLU H&amp;T ZB";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"339403842523";"60K9Z6hOgkJDEj3yBI73";"111351";"Shelly BLU H&amp;T ZB - Бежевый";"variant";"536182577053";"Цвет:Бежевый";"20530";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"218015867783";"KdaHBfeGI85V3gIdnAiS";"";"Shelly Presence Gen4";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"124782539723";"OPkYzuYMD2oUmZFssGA5";"111348";"Shelly Presence Gen4 - Белый";"variant";"218015867783";"Цвет:Белый";"20534";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"892945879803";"Y2c7FYPeYVpteKlitZO9";"111349";"Shelly Presence Gen4 - Чёрный";"variant";"218015867783";"Цвет:Чёрный";"20538";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"406327317223";"bz4TonMAIozE7uCme3tA";"";"Shelly BLU H&amp;T Display ZB";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"708983630233";"2GT53DV84kdtnLaC9z73";"111352";"Shelly BLU H&amp;T Display ZB - Белый";"variant";"406327317223";"Цвет:Белый";"20518";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"335463761273";"s20iBrk4lozIOVReJJrE";"";"Shelly Plug PM Gen3";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"966463376383";"2AIKRxOIFTk2u3LXBunK";"111346";"Shelly Plug PM Gen3 - Белый";"variant";"335463761273";"Цвет:Белый";"20522";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"372026595283";"Lb9zXef8HjJp27cnoOey";"111097";"Shelly EM GEN4";"parent";;"";"18292";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
